101: 角色经验
109449: 食谱：脆脆鸡腿堡
109450: 食谱：香浓土豆泥
109451: 食谱：鸡豆花
109452: 食谱：金枪鱼寿司
109453: 食谱：三彩团子
109454: 食谱：饭团
109455: 食谱：刺身拼盘
109456: 食谱：兽骨拉面
109457: 食谱：鸟蛋烧
109458: 食谱：干烧香鱼
109459: 食谱：黄油蟹蟹
109460: 食谱：串串三味
109461: 食谱：味噌汤
109462: 食谱：渡来禽肉
109463: 食谱：绯樱饼
109464: 食谱：绀田煮
109465: 食谱：市井杂煮
109466: 食谱：什锦炒面
109467: 食谱：蟹黄壳壳烧
109468: 食谱：绯樱天妇罗
109469: 食谱：米饭布丁
109470: 食谱：红烩兽肉
109471: 食谱：文心豆腐
109472: 食谱：辣肉窝窝头
109473: 食谱：活力喵饭
109474: 食谱：甜虾寿司
109475: 食谱：鸟蛋寿司
109476: 食谱：蛋包饭
109477: 食谱：日落鲷鱼烧
109478: 食谱：多多烧
109479: 食谱：蒲烧鳗肉
109480: 食谱：鲜鱼炖萝卜
109481: 食谱：若竹煮
109482: 食谱：树莓水馒头
109483: 食谱：荞麦面
109484: 食谱：鳗肉茶泡饭
109485: 食谱：五宝腌菜
109486: 食谱：绯樱虾仙贝
109487: 食谱：丰年有余
109488: 食谱：龙须面
109489: 食谱：山家烧
109490: 食谱：乌冬面
109491: 食谱：炸肉排三明治
109492: 食谱：紫苑云霓
110000: 合成产物
110001: 面粉
110002: 奶油
110003: 熏禽肉
110004: 黄油
110005: 火腿
110006: 糖
110008: 果酱
110009: 奶酪
110010: 培根
110011: 香肠
110012: 熏鱼
110013: 鱼干
111006: 耐热药剂
111007: 防潮药剂
111008: 耐寒药剂
111009: 防风药剂
111010: 绝缘药剂
111011: 防尘药剂
111012: 治草药剂
111013: 烈火精油
111014: 激流精油
111015: 霜劫精油
111016: 狂风精油
111017: 惊雷精油
111018: 磐石精油
111019: 丛林精油
111020: 漂亮的小结晶
111021: 漂亮的中结晶
111022: 漂亮的大结晶
111023: 果酿饵
111024: 赤糜饵
111025: 蠕虫假饵
111026: 飞蝇假饵
111027: 荧草饵
112001: 原质
112002: 史莱姆凝液
112003: 史莱姆清
112004: 史莱姆原浆
112005: 破损的面具
112006: 污秽的面具
112007: 不祥的面具
112008: 导能绘卷
112009: 封魔绘卷
112010: 禁咒绘卷
112011: 牢固的箭簇
112012: 锐利的箭簇
112013: 历战的箭簇
112014: 沉重号角
112015: 黑铜号角
112016: 黑晶号角
112017: 晦暗刻像
112018: 夤夜刻像
112019: 幽邃刻像
112020: 地脉的旧枝
112021: 地脉的枯叶
112022: 地脉的新芽
112023: 混沌装置
112024: 混沌回路
112025: 混沌炉心
112026: 雾虚花粉
112027: 雾虚草囊
112028: 雾虚灯芯
112029: 猎兵祭刀
112030: 特工祭刀
112031: 督察长祭刀
112032: 新兵的徽记
112033: 士官的徽记
112034: 尉官的徽记
112035: 寻宝鸦印
112036: 藏银鸦印
112037: 攫金鸦印
112038: 骗骗花蜜
112039: 微光花蜜
112040: 原素花蜜
112041: 脆弱的骨片
112042: 结实的骨片
112043: 石化的骨片
112044: 破旧的刀镡
112045: 影打刀镡
112046: 名刀镡
112047: 混沌机关
112048: 混沌枢纽
112049: 混沌真眼
112050: 黯淡棱镜
112051: 水晶棱镜
112052: 偏光棱镜
112053: 浮游干核
112054: 浮游幽核
112055: 浮游晶化核
112056: 隐兽指爪
112057: 隐兽利爪
112058: 隐兽鬼爪
112059: 蕈兽孢子
112060: 荧光孢粉
112061: 孢囊晶尘
113001: 飓风之种
113002: 雷光棱镜
113003: 东风之翎
113004: 东风之爪
113005: 东风的吐息
113006: 北风之尾
113007: 北风之环
113008: 北风的魂匣
113009: 玄岩之塔
113010: 极寒之核
113011: 常燃火种
113012: 净水之心
113013: 吞天之鲸·只角
113014: 魔王之刃·残片
113015: 武炼之魂·孤影
113016: 未熟之玉
113017: 龙王之冕
113018: 血玉之枝
113019: 鎏金之鳞
113020: 晶凝之华
113021: 异梦溶媒
113022: 魔偶机心
113023: 恒常机关之心
113024: 阴燃之珠
113025: 熔毁之刻
113026: 狱火之蝶
113027: 灰烬之心
113028: 排异之露
113029: 雷霆数珠
113030: 兽境王器
113031: 龙嗣伪鳍
113032: 凶将之手眼
113033: 祸神之禊泪
113034: 万劫之真意
113035: 符纹之齿
114001: 高塔孤王的破瓦
114002: 高塔孤王的残垣
114003: 高塔孤王的断片
114004: 高塔孤王的碎梦
114005: 凛风奔狼的始龀
114006: 凛风奔狼的裂齿
114007: 凛风奔狼的断牙
114008: 凛风奔狼的怀乡
114009: 狮牙斗士的枷锁
114010: 狮牙斗士的铁链
114011: 狮牙斗士的镣铐
114012: 狮牙斗士的理想
114013: 孤云寒林的光砂
114014: 孤云寒林的辉岩
114015: 孤云寒林的圣骸
114016: 孤云寒林的神体
114017: 雾海云间的铅丹
114018: 雾海云间的汞丹
114019: 雾海云间的金丹
114020: 雾海云间的转还
114021: 漆黑陨铁的一粒
114022: 漆黑陨铁的一片
114023: 漆黑陨铁的一角
114024: 漆黑陨铁的一块
114025: 远海夷地的瑚枝
114026: 远海夷地的玉枝
114027: 远海夷地的琼枝
114028: 远海夷地的金枝
114029: 鸣神御灵的明惠
114030: 鸣神御灵的欢喜
114031: 鸣神御灵的亲爱
114032: 鸣神御灵的勇武
114033: 今昔剧画之恶尉
114034: 今昔剧画之虎啮
114035: 今昔剧画之一角
114036: 今昔剧画之鬼人
115001: (test)新手礼包
115002: (test)角色养成包一（全平台）
115003: (test)角色养成包二（IOS）
115004: (test)角色养成包三（Android）
115005: (test)武器养成包一（PS4）
115006: (test)武器养成包二（PC）
115007: (test)武器养成包三（PC，AN）
115008: (test)突破养成包一（IOS,PS4)
115009: (test)突破养成包二
115010: 启程补给包
115011: 远行补给包
115012: 游历补给包
115013: 奇珍分享包
115014: 角色突破自选-高级
115015: 角色突破自选-超级
115016: 天赋书自选-低级
115017: 美德分享包
115018: 天赋书自选-高级
115019: 冒险助力补给包
115020: 冒险助力矿材包
115021: 冒险助力特供包
115022: 冒险助力教材包
115023: 冒险助力淬炼包
115024: 材料分享包
115025: 良材分享包
115026: 武器突破自选-高级
115027: 武器突破自选-超级
115028: 食谱集·「异世寻味」
115029: 冒险助推矿材包
115030: 冒险特供补给包
115031: 北陆原胚之匣
115032: 冒险助力分享包
115034: 冒险旺季特供包
115035: 咲耶的特别园艺搭配包
115037: 社奉行的赠礼
115038: 精致的摆设赠礼
115039: 奇妙的摆设赠品
116001: 纪行经验
116002: 纪行宝匣
116003: BP三选一测试礼包
116004: 风土的指引
116005: 风土的哲学
116006: 岩间的指引
116007: 岩间的哲学
116008: (test)BP免费高级礼包
116009: (test)BP付费高级礼包
116010: 霄雷的指引
116011: 霄雷的哲学
117001: 深秘圣物匣·三等
117002: 深秘圣物匣·二等
117003: 深秘圣物匣·一等
117004: 圣遗物之匣·流浪乐团与角斗士
117005: 圣遗物宝匣·流浪乐团与角斗士
117006: 深秘圣物匣·二等
117007: 深秘圣物匣·一等
118001: 给旅行者的小蛋糕
118002: 给旅行者的小蛋糕
118003: 给旅行者的小蛋糕
118004: 给旅行者的小蛋糕
140001: 初始之翼
140002: 守候之翼
140003: 降临之翼
140004: 苍天清风之翼
140005: 金琮天行之翼
140006: 雪隐之翼
140007: 飨宴之翼
140008: 雷腾云奔之翼
140009: 星汉灿烂之翼
141001: 旋曜玉帛·其一
141002: 旋曜玉帛·其二
141003: 旋曜玉帛·其三
141004: 旋曜玉帛·其四
141005: 旋曜玉帛·其五
141006: 旋曜玉帛·其六
141007: 旋曜玉帛·其七
141008: 旋曜玉帛·其八
141009: 旋曜玉帛·其九
141010: 旋曜玉帛·其十
141011: 旋曜玉帛·其十一
141012: 旋曜玉帛·其十二
141013: 旋曜玉帛·其十三
141014: 旋曜玉帛·其十四
141015: 旋曜玉帛·其十五
141016: 旋曜玉帛·其十六
141017: 旋曜玉帛·其十七
141018: 旋曜玉帛·其十八
141019: 旋曜玉帛·其十九
141020: 旋曜玉帛·其二十
141021: 旋曜玉帛·其二十一
141022: 旋曜玉帛·其二十二
141023: 旋曜玉帛·其二十三
141024: 旋曜玉帛·其二十四
141025: 旋曜玉帛·其二十五
141026: 旋曜玉帛·其二十六
141027: 旋曜玉帛·其二十七
141028: 旋曜玉帛·其二十八
141029: 旋曜玉帛·其二十九
141030: 旋曜玉帛·其三十
141031: 旋曜玉帛·其三十一
141032: 旋曜玉帛·其三十二
141033: 旋曜玉帛·其三十三
141034: 旋曜玉帛·其三十四
141035: 旋曜玉帛·其三十五
141036: 旋曜玉帛·其三十六
141037: 旋曜玉帛·其三十七
141038: 旋曜玉帛·其三十八
141039: 旋曜玉帛·其三十九
141040: 旋曜玉帛·其四十
141041: 旋曜玉帛·其四十一
141042: 旋曜玉帛·其四十二
141043: 旋曜玉帛·其四十三
141044: 旋曜玉帛·其四十四
141045: 旋曜玉帛·其四十五
141046: 旋曜玉帛·其四十六
141047: 旋曜玉帛·其四十七
141048: 旋曜玉帛·其四十八
141049: 旋曜玉帛·其四十九
141050: 旋曜玉帛·其五十
141051: 旋曜玉帛·其五十一
141052: 旋曜玉帛·其五十二
141053: 旋曜玉帛·其五十三
141054: 旋曜玉帛·其五十四
141055: 旋曜玉帛·其五十五
141056: 旋曜玉帛·其五十六
141057: 旋曜玉帛·其五十七
141058: 旋曜玉帛·其五十八
141059: 旋曜玉帛·其五十九
141060: 旋曜玉帛·其六十
141061: 旋曜玉帛·其六十一
141062: 旋曜玉帛·其六十二
141063: 旋曜玉帛·其六十三
141064: 旋曜玉帛·其六十四
141065: 旋曜玉帛·其六十五
141066: 旋曜玉帛·其六十六
141067: 旋曜玉帛·其六十七
141068: 旋曜玉帛·其六十八
141069: 旋曜玉帛·其六十九
141070: 旋曜玉帛·其七十
141071: 旋曜玉帛·其七十一
141072: 旋曜玉帛·其七十二
200001: 灯纸纤维
200002: 灯芯绒材
200003: 浮生石片
200004: 霄灯
200101: 霜噬碎屑
200102: 霜噬结晶
200103: 腐殖龙髓
200104: 「看得见的风」
200105: 「童真的断篇」
200106: 海皇香脂
200107: 赤穗酒枡
200108: 「溶媒」
200109: 明目之油膏
200201: 鹰隼之舞
200202: 铁翼
200203: 风之泉
200204: 沉重
200205: 猎手之舞
200206: 刚弓
200207: 漩涡
200208: 猛击
200209: 轻盈
200210: 剑刃之舞
200211: 英勇
200212: 鼓舞
200213: 铁之歌
200214: 交织之舞
200215: 祭仪
200216: 以战养战
200217: 爆发强效
200218: 无尽之舞
200219: 爆发专精
200220: 充能技
200221: 充能强效
200222: 疾雷之舞
200223: 甘霖
200224: 精通强效
200225: 散霰之舞
200226: 冻伤
200227: 锐利
200228: 星晶之舞
200229: 结晶偏光
200230: 结晶赋能
200231: 铁壁
200232: 决斗之舞
200233: 凝血护佑
200234: 强效治疗
200235: 处刑
200236: 裁决
200237: 挑战者
200238: 碎果细屑
200239: 碎果裂片
200240: 碎果残块
200241: 决斗之舞
200242: 剑刃之舞
200243: 星晶之舞
200244: 交织之舞
200245: 无尽之舞
200246: 结晶偏光
200247: 鼓舞
200248: 英勇
200249: 漩涡
200250: 挑战者
200251: 处刑
200252: 结晶赋能
200253: 爆发专精
200254: 裁决
200255: 锐利
200256: 爆发强效
200257: 精通强效
200258: 铁壁
200259: 铁之歌
200260: 猛击
200261: 满来之舞
200262: 传导率
200900: 林野钓竿
200901: 风缠
200902: 愿者
200903: 鸣川鹈饲
200904: 长绳系月
210001: 原神·印象
210002: 纪行·捕风
210003: 安柏·兔兔
210004: 可莉·爆弹
210005: 迪卢克·燃烧
210006: 雷泽·奔狼
210007: 温迪·天青
210008: 琴·风向
210009: 芭芭拉·流淌
210010: 凯亚·孔雀
210011: 丽莎·沙漏
210012: 砂糖·创生
210013: 菲谢尔·夜鸦
210014: 诺艾尔·守护
210015: 莫娜·天星
210016: 班尼特·认可
210017: 香菱·出锅
210018: 行秋·雨虹
210019: 七七·冷藏
210020: 刻晴·雷楔
210021: 成就·游遍
210022: 成就·殊技
210023: 成就·侠行
210024: 蒙德·风吟
210025: 璃月·岩寂
210026: 成就·虹色
210027: 成就·强弓
210028: 成就·挑战
210029: 成就·深秘
210030: 成就·山民
210031: 成就·雪乡
210032: 成就·合扇
210033: 成就·相逢
210038: 凝光·凤仪
210039: 北斗·拔锚
210040: 重云·灵刃
210041: 成就·挑战·其二
210042: 纪行·熄星
210043: 迪奥娜·呜喵
210044: 钟离·天星
210045: 辛焱·唱罢
210046: 公子·魔装
210047: 蒙德·英名
210048: 蒙德·祝愿
210049: 璃月·千帆
210050: 璃月·云间
210051: 成就·挑战·其三
210052: 成就·雪峰
210053: 甘雨·麟迹
210054: 阿贝多·阳花
210055: 纪行·白垩
210056: 忍冬·古树
210057: 庆典·无相
210058: 魈·傩面
210059: 胡桃·安神
210060: 纪行·明霄
210061: 庆典·灯昼
210062: 庆典·棋谭
210063: 罗莎莉亚·苦役
210064: 纪行·风花
210065: 庆典·盛宴
210066: 庆典·光鳞
210067: 庆典·慧果
210068: 庆典·躲猫
210069: 烟绯·公正
210070: 优菈·冰印
210071: 纪行·绕尘
210072: 成就·壶歌
210073: 枫原万叶·秋山椛狩
210074: 纪行·盛夏
210075: 成就·旅居
210076: 庆典·浩瀚
210077: 庆典·魔球
210078: 庆典·斗剧
210079: 稻妻·神樱
210080: 纪行·鸣神大社
210081: 神里绫华·扇子
210082: 宵宫·琉金火花
210083: 早柚·不倒貉貉
210084: 稻妻·雷电之纹
210085: 稻妻·神里之纹
210086: 成就·门扉
210087: 成就·遍历
210088: 成就·石龙
210089: 成就·繁花
210090: 稻妻·九条之纹
210091: 庆典·妙算
210092: 雷电将军·开眼
210093: 珊瑚宫心海·渊
210094: 九条裟罗·天狗
210095: 埃洛伊·曙光记
210096: 纪行·逐月
210097: 稻妻·珊瑚宫之纹
210098: 成就·敲针
210099: 庆典·倾耳
210100: 庆典·一揆
210101: 托马·炎袖
210102: 纪行·神将
210103: 稻妻·鹫羽
210104: 五郎·悠犬
210105: 一斗·鬼颜
210106: 纪行·白英
210107: 申鹤·栉掠
210108: 云堇·对韵
210109: 稻妻·常世
210110: 纪行·流彩
210111: 庆典·觥筹
210112: 八重神子·梦狐
210113: 纪行·蛰醒
210114: 神里绫人·涟漪
210115: 流明·辉石
210116: 成就·雷音
210117: 成就·层岩
210118: 纪行·容彩
220001: 风神瞳共鸣石
220002: 岩神瞳共鸣石
220003: 岩之寻宝罗盘
220004: 捕风瓶
220005: 口袋锚点
220006: 「寻仙的美食家」
220007: 浓缩树脂
220008: 叁零式·便携营养袋
220009: 风之寻宝罗盘
220013: 「寻宝仙灵」
220014: 迷你仙灵·露草
220015: 迷你仙灵·薄红
220016: 迷你仙灵·郁金
220017: 放热瓶
220018: 留影机
220019: 奇特的「留影机」
220020: 特制的「留影机」
220021: 参量质变仪
220022: 好奇的嫣朵拉
220023: 嫣朵拉
220024: 风花节纪念气球
220025: 风物之诗琴
220026: 尘歌壶
220027: 风佑之羽球
220028: 浪船修理工具箱
220029: 准准爆弹
220030: 飘飘爆弹
220031: 烫烫爆弹
220032: 雷神瞳共鸣石
220033: 化种匣
220034: 雷之寻宝罗盘
220035: 红羽团扇
220036: 「留念镜」
220037: 「寻宝仙灵」
220038: 迷你仙灵·紫苑
220039: 奇特的羽毛
220040: 奇特的羽毛
220041: ？？？
220042: 阿叶夏混沌勘探器
220043: 「四方八方之网」
220044: 镜花之琴
220045: 「式小将」
220046: 「四方之网」
220047: 「烟花筒」
220048: 流明石触媒
220049: 睦疏之匣
220050: (test)CD测试道具
221001: 说明：风神瞳共鸣石
221002: 说明：岩神瞳共鸣石
221003: 图谱：岩之寻宝罗盘
221004: 图谱：捕风瓶
221005: 说明：口袋锚点
221006: 图谱：「寻仙的美食家」
221007: 说明：浓缩树脂
221008: 图谱：叁零式·便携营养袋
221009: 图谱：风之寻宝罗盘
221017: 图谱：放热瓶
221032: 说明：雷神瞳共鸣石
221034: 图谱：雷之寻宝罗盘
221035: 配方：果酿饵
221036: 配方：赤糜饵
221037: 配方：蠕虫假饵
221038: 配方：飞蝇假饵
221010: 雪葬之都的记忆
221011: 忍冬之树的记忆
221012: 图谱：龙脊长枪
221013: 柴门家传的名刀图谱
221014: 图谱：桂木斩长正
221015: 图谱：喜多院十文字
221016: 图谱：破魔之弓
221018: 附有记忆的面具
222001: 「绘绮之枕印」
223001: 云山复沓百雨金
223002: 银夜点注满天星
223003: 霁青杳漫染寒英
223004: 雪散烟火次第悬
223005: 金盏荧华自卷旋
223006: 瑞月火树落白间
223007: 憨状可掬梧枝团
223008: 焰光闪闪嘟嘟可
223009: 财运亨通一岁中
223010: 千折不屈犹壮气
223011: 灯宵斑彩照灵犀
223012: 万民宴聚享肴绮
340000: 闪耀协奏
340001: 海风之梦
340002: 纱中幽兰
340003: 霓裾翩跹
340006: 古恩希尔德的传承
340007: 100%侦察骑士
340008: 星与月之约
340009: 致教会自由人
350001: 冒险家的临时营地
350002: 远驻前哨的生活
350003: 自在的岩石与草木
350004: 简朴的璃月睡房
350005: 茶馆一隅
350006: 郊野的灯影
350007: 万用的桌椅
350008: 忙碌的厨房
350009: 闲时茶话
350010: 万卷书斋
350011: 家具完备的蒙德卧室
350012: 「关键六人」会议室
350013: 聚会与痛饮之时
350014: 店员们的午间工作餐
350015: 会客室的温暖防线
350016: 设施完备的书房
350017: 山间独居之屋
350018: 村镇院落
350019: 收获时节的小镇摊位
350020: 应有尽有的果蔬市场
350021: 练兵场的一角
350022: 备战的兵器工坊
350023: 货运中转地
350024: 节庆的市井
350025: 要道正门-「妖邪退散」
350026: 生意红火的食肆
350027: 乡野的水源
350028: 孤独而谨慎的冒险家
350029: 气候相交之地
350030: 朽木与磐石的对谈
350033: 诗歌沉思间
350034: 柔风低语间
350035: 绯云文斋
350036: 烟霞入梦阁
350037: 秘术研究所
350038: 柴烟庖屋
350039: 兵刃锻造站
350040: 牧歌之镇
350041: 花鸟公园
350042: 千家饔飧坊
350043: 百里琳琅街
350044: 轻策闲云居
350045: 狩猎与歌舞之营
350046: 星辰与深渊之旅
350047: 晨曦果园
350048: 正格之庭
350049: 醒意汤泉
350050: 村中匿影
350051: 枝社旧绪
350052: 千军致戎演兵场
350053: 琼片遍郁野
350054: 夏夜的追想
350055: 樱染的街巷
350056: 遐久瞬梦间
350057: 千振致业
350058: 沉墨书舍
350059: 枫香茶雾一室中
380101: 玉面檐枋墙
380102: 深色木制拱劵墙
380201: 垂香木传统地板
380202: 异色方格地砖
380301: 垂香木方格天花板
380302: 暗纹方格天花板
380401: 双层烛台吊灯
380402: 八方灯笼-「时运亨通」
380403: 六角灯笼-「和气致祥」
380404: 「南瓜鬼怪狂欢夜」
380405: 锦缎华灯-「飞阁流丹」
381101: 极北桦木折角柜台
381102: 开顶杉木货架
381103: 组合式杉木货柜
381104: 古典杉木储藏柜
381105: 高大的桦木衣柜
381106: 却砂木金纹衣柜
381201: 图书馆双层书架
381202: 萃华木臻品书架
381203: 萃华木经济书架
381204: 「易逝于书页翻飞间」
381205: 「司书的宝库」
381206: 朱漆垂香木卷轴书架
381207: 朱漆垂香木百宝阁
381208: 垂香木商铺立柜
381301: 厚重的图书馆长桌
381302: 骑士团的办公桌
381303: 骑士团的会议桌
381304: 阔面石制炉灶
381305: 便携炉灶
381306: 菱形桌布的长桌
381307: 多重餐位松木圆桌
381308: 木纹雅致的书法桌案
381309: 松木方形茶桌
381310: 垂香木朱漆圆桌
381311: 稳固的桦木梳妆台
381401: 柔风加护的床榻
381402: 烟霞云梦榻
381501: 松木客栈柜台
382101: 柔软的会客厅沙发
382102: 「晴空蓝的午后」
382103: 「坚定意志」
382104: 松木餐椅
382105: 松木靠背茶椅
382106: 松木朱漆圆凳
382201: 北地石制壁炉
382202: 松木折屏-「云来帆影」
382203: 硬木座屏-「绝云晨雾」
382204: 桦木双屉床头柜
382205: 却砂木金纹床头柜
382206: 霓裳画帘-「上取红霞」
382207: 花团锦屏-「玉簪金璧」
382301: 蒙德地毯-「明红的热忱」
382302: 蒙德地毯-「不倦的寻索」
382303: 客栈地毯-「宾至如归」
382304: 迎宾地毯-「惠然之顾」
383101: 恒亮不熄的提灯
383102: 琉璃亭却砂木立灯
383103: 天圆灯笼-「明烛兰芳」
383104: 贝壳灯罩硬质台灯
383201: 花卉瓶栽-「淡蓝的从容」
383202: 绿植盆栽-「澄澈的清风」
383203: 花卉瓶栽-「盛放的曙红」
383204: 花卉盆栽-「甜蜜的伪装」
383205: 绿植盆栽-「松青尺树上」
383301: 古典诗琴-「听风的思绪」
383302: 整齐叠放的书本
383303: 「学者的倦怠」
383304: 「书信的礼节」
383305: 精巧的沙漏摆件
383306: 炼金装置-「水火之间」
383307: 炼金器件-「尘埃的重量」
383308: 纸墨笔砚-「临池学书」
383309: 金色三重烛台
384101: 风景画-「乡野民居」
384102: 风景画-「远空层云」
384103: 风景画-「无名高崖」
384104: 工笔淡彩-「珉林千峰」
384105: 工笔淡彩-「盏中春红」
384106: 工笔淡彩-「雾海叠嶂」
384201: 木版画餐厅招牌
384202: 明净的花瓶形壁灯
384203: 半旧的圆盾
384204: 半旧的盾牌
384205: 半旧的单手剑
384206: 战斗意志旗
384207: 纯净灵魂旗
384208: 骑士团剑盾徽章
384209: 壁挂式记录板
384210: 壁挂式广告牌
384211: 锦缎布帘
390101: 干草庐屋
390102: 干草货站
390103: 璃月民居-「餐松饮涧」
390104: 璃月民房-「梁悬千石」
390105: 璃月驿站-「古道茶香」
390106: 璃月民居-「月卧檐上」
390107: 璃月民居-「笙磬同音」
390108: 璃月商铺-「客聚如潮」
390201: 多重拱门的蒙德建筑
390202: 悬挑阁楼的蒙德民居
390203: 不惧潮湿的蒙德公寓
390204: 抗击狂风的蒙德旧屋
390205: 高大阁楼的乡间住宅
390206: 古典乡间住宅
390207: 袖珍松木小屋
390208: 璃月民居-「岁不我与」
390301: 热闹红火的杂货摊位
390302: 生意平稳的水果摊位
390303: 货真价实的水果摊位
390304: 开放式烘炉工坊
390305: 丰收预兆的水果推车
390306: 「行商石门北」
390307: 卷棚果蔬舆
390308: 「百味四宫釜」
390309: 果蔬摊-「案上田园」
390401: 丘丘前哨小屋
390402: 丘丘领袖大殿
390501: 「云游碧水东」
390502: 干草货棚
390503: 硬顶避雷帐篷
390504: 简易单人帐篷
391101: 花鸟喷泉
391102: 丘丘螺旋瞭望塔
391103: 丘丘简易草棚
391201: 三眼守仙牌
391202: 桦木庭院正门
391203: 雕花庭院墙尾
391204: 雕花庭院围墙
393101: 交错放置的杉木货箱
393102: 有序叠放的杉木酒桶
393103: 沉甸甸的干草卷
393104: 竹框酒坛-「琼浆待月往」
393105: 玩具摊-「琳琅生趣」
393106: 花伞铺-「簦下千彩」
393107: 储物袋-「隐雷退散」
393108: 果蔬商贩的谨慎
393109: 果蔬商贩的劳累
393110: 硬面彩陶罐
393111: 丘丘弓箭标靶
393112: 丘丘带角陶锅
393113: 枯木方向标
393114: 「冒险家难逃之重」
393201: 绿植盆栽-「苍翠寸泓中」
393202: 锁水的花坛
393301: 杉木置物架
393302: 杉木武器架
393303: 硬木兵戈架
393304: 简易货运拖车
393305: 硬石加固的水井
393306: 红衣斗笠稻草人
393307: 旧式水井
393308: 硬顶水井-「但求虚澈」
393309: 石狮子像-「天禄」
393310: 石狮子像-「百解」
393401: 铁艺雕花路灯
393402: 野外松木路灯
393403: 退邪灯-「明照左右」
393404: 四合灯-「车笠远来」
393405: 清影灯-「笔锋墨影」
394101: 饱经风雨的竹制围篱
394102: 卸力的松木围栏
394103: 丘丘木制围栏
394104: 丘丘图腾围栏
394105: 葱郁的葡萄藤
394201: 平整的木制长凳
394202: 平整的石制长凳
394301: 丘丘双层警戒台
394302: 开放式松木橱柜
394303: 重型杉木锻造桌
394304: 宽大的松木长桌
394305: 大型石制滚磨
394306: 炼金合成台
394307: 双重商摊-「运势层层高」
394308: 竹制露天茶桌
394309: 木制露天茶桌
394401: 酒肆货柜-「会须百杯饮」
394402: 抗浪结构双层货盘
382208: 震晓云天鼓
390109: 古宅厢房-「庭中朝暮」
390110: 古宅凉亭-「夜观七宿」
391205: 古宅游廊-「信步前林」
391206: 古宅院墙-「檐下春秋」
391207: 古宅墙隅-「一角幽芳」
391208: 古宅院墙-「贝联珠贯」
391209: 古宅院墙-「阡陌之安」
391210: 古宅门楼-「云门通达」
391211: 古宅景墙-「阶柳庭花」
391104: 「牧歌与风车」
380406: 垂缨花灯-「大道锦绣」
382209: 花灯戏台-「笙歌鼎沸」
393115: 结实的木桶
393203: 转移壅土的木桶
394106: 初成的葡萄藤
394107: 简易木制围栏
394108: 施工过半的围栏
393116: 高耸的木杆
391107: 工程暂驻点
393117: 成捆的木材
393118: 防雨的杉木货箱
393311: 乡间的茶摊
393312: 「冒险家的随身秘宝」
393119: 石制盏形水池
383310: 白瓷茶具-「怀质抱真」
394310: 「夏日林中的盛宴」
394311: 古高尔桌子
394403: 「花海的摇篮」
393120: 「轻羽的礼赞」
394404: 「蓝海的宝钱」
393313: 「魔女的重唱」
393121: 「蓬蓬果的天空之梦」
393122: 「夏日林中的向导」
393123: 练兵场木桩支架
393124: 「夏日林中的信使」
394203: 古高尔椅子
394312: 梦见木长桌
383312: 「茶烟笼白榻」
394204: 梦见木方凳
393125: 「前庭净念池」
393204: 「松株侯暮夕」
393406: 石灯笼-「不动明耀」
391109: 「斑斓与清冽之夏」
390601: 「恒诰之龛」
390602: 「净绪之龛」
390310: 御伽木拉面屋台
391110: 朱木鸟居-「真静之扉」
393126: 阵屋半钟-「轰雷之音」
393127: 军势钲鼓-「破阵余响」
393407: 「三咫通明」
393408: 白石「鸣驻」立灯
393409: 御伽木「鸣驻」立灯
393601: 「灵沼云池」
394501: 铸石地基-「修身砥行」
394502: 铸石地基-「随车致雨」
394503: 铸石地基-「倍道兼行」
380103: 枫木拱顶墙
380303: 枫木方格天花板
380203: 枫木褐彩地板
391212: 游廊转角-「轩景徐至」
391213: 要地牙门-「云底之能」
391214: 要地栏楯-「约己之壁」
391215: 栏楯转角-「瞩视无遗」
390603: 稻妻厦屋-「一意同心」
390604: 稻妻商铺-「千瑜百珉」
390605: 稻妻民居-「三世共业」
390606: 稻妻民居-「知变易通」
390607: 稻妻工坊-「竭蹈正则」
390608: 稻妻民居-「方寸安常」
390609: 稻妻筱屋-「静度岁晏」
390610: 稻妻筱屋-「野逸入心」
390611: 稻妻工坊-「适称兼用」
390612: 稻妻民居-「铁中铮铮」
390613: 稻妻工坊-「粝食寻甘」
390614: 稻妻民居-「长瞩无替」
390615: 稻妻官邸-「举目威仪」
390616: 稻妻官邸-「严谕正办」
390617: 官邸回廊-「势至权达」
390505: 御伽木市井杂煮屋台
390507: 御伽木储粮推车
391216: 御伽木「近竹」院门
391217: 御伽木「近竹」围栏
390618: 阵屋哨塔-「洞鉴」
390619: 阵屋行帐-「时策」
390620: 阵屋营房-「周固」
390621: 阵屋正门-「忠肃」
391218: 阵屋围栏-「错牙」
391219: 阵屋围栏-「截断」
391220: 阵屋桩木-「苦刺」
391112: 朱木鸟居-「安复之道」
390623: 御神签务所-「兆解」
393315: 梦见木「灾祛」御签挂
393128: 御伽木简易工棚
390508: 花伞铺-「异梦绮彩」
390509: 果蔬摊-「纯诚之味」
390624: 神社拜殿-「幸愿煦音」
390625: 神社偏殿-「社务顺易」
391221: 神社回廊-「樱尘步道」
391222: 神社回廊-「浅赤凝望」
390510: 祭典「定番」百货屋台
390511: 祭典「奇番」百货屋台
390626: 垣屋代馆-「度正礼适」
391113: 垣屋宅门-「风清之扉」
391114: 垣屋长庭-「颜行展舒」
391115: 垣屋庭角-「安节谦洽」
390627: 垣屋仓房-「万斗储集」
391223: 垣屋院墙-「崩石之御」
