101: 角色經驗
109487: 食譜：豐年有餘
109488: 食譜：龍鬚麵
109489: 食譜：山家燒
109490: 食譜：烏龍麵
109491: 食譜：炸肉排三明治
109492: 食譜：紫苑雲霓
110000: 合成產物
110001: 麵粉
110002: 鮮奶油
110003: 燻禽肉
110004: 奶油
110005: 火腿
110006: 糖
110008: 果醬
110009: 乳酪
110010: 培根
110011: 香腸
110012: 燻魚
110013: 魚乾
111006: 耐熱藥劑
111007: 防潮藥劑
111008: 耐寒藥劑
111009: 防風藥劑
111010: 絕緣藥劑
111011: 防塵藥劑
111012: 治草藥劑
111013: 烈火精油
111014: 激流精油
111015: 霜劫精油
111016: 狂風精油
111017: 驚雷精油
111018: 磐石精油
111019: 叢林精油
111020: 漂亮的小結晶
111021: 漂亮的中結晶
111022: 漂亮的大結晶
111023: 果釀餌
111024: 赤糜餌
111025: 蠕蟲假餌
111026: 飛蠅假餌
111027: 熒草餌
112001: 原質
112002: 史萊姆凝液
112003: 史萊姆清
112004: 史萊姆原漿
112005: 破損的面具
112006: 汙穢的面具
112007: 不祥的面具
112008: 導能繪卷
112009: 封魔繪卷
112010: 禁咒繪卷
112011: 牢固的箭鏃
112012: 銳利的箭鏃
112013: 歷戰的箭鏃
112014: 沉重號角
112015: 黑銅號角
112016: 黑晶號角
112017: 晦暗刻像
112018: 夤夜刻像
112019: 幽邃刻像
112020: 地脈的舊枝
112021: 地脈的枯葉
112022: 地脈的新芽
112023: 混沌裝置
112024: 混沌迴路
112025: 混沌爐心
112026: 霧虛花粉
112027: 霧虛草囊
112028: 霧虛燈芯
112029: 獵兵祭刀
112030: 特工祭刀
112031: 督察長祭刀
112032: 新兵的徽記
112033: 士官的徽記
112034: 尉官的徽記
112035: 尋寶鴉印
112036: 藏銀鴉印
112037: 攫金鴉印
112038: 騙騙花蜜
112039: 微光花蜜
112040: 原素花蜜
112041: 脆弱的骨片
112042: 結實的骨片
112043: 石化的骨片
112044: 破舊的刀鐔
112045: 影打刀鐔
112046: 名刀鐔
112047: 混沌機關
112048: 混沌樞紐
112049: 混沌真眼
112050: 黯淡稜鏡
112051: 水晶稜鏡
112052: 偏光稜鏡
112053: 浮游乾核
112054: 浮游幽核
112055: 浮游晶化核
112056: 隱獸指爪
112057: 隱獸利爪
112058: 隱獸鬼爪
112059: 蕈獸孢子
112060: 螢光孢粉
112061: 孢囊晶塵
113001: 颶風之種
113002: 雷光稜鏡
113003: 東風之翎
113004: 東風之爪
113005: 東風的吐息
113006: 北風之尾
113007: 北風之環
113008: 北風的魂匣
113009: 玄岩之塔
113010: 極寒之核
113011: 常燃火種
113012: 淨水之心
113013: 吞天之鯨·隻角
113014: 魔王之刃·殘片
113015: 武煉之魂·孤影
113016: 未熟之玉
113017: 龍王之冕
113018: 血玉之枝
113019: 鎏金之鱗
113020: 晶凝之華
113021: 異夢溶媒
113022: 魔偶機心
113023: 恒常機關之心
113024: 陰燃之珠
113025: 熔毀之刻
113026: 獄火之蝶
113027: 灰燼之心
113028: 排異之露
113029: 雷霆數珠
113030: 獸境王器
113031: 龍嗣偽鰭
113032: 凶將之手眼
113033: 禍神之禊淚
113034: 萬劫之真意
113035: 符紋之齒
114001: 高塔孤王的破瓦
114002: 高塔孤王的殘垣
114003: 高塔孤王的斷片
114004: 高塔孤王的碎夢
114005: 凜風奔狼的始齔
114006: 凜風奔狼的裂齒
114007: 凜風奔狼的斷牙
114008: 凜風奔狼的懷鄉
114009: 獅牙鬥士的枷鎖
114010: 獅牙鬥士的鐵鍊
114011: 獅牙鬥士的鐐銬
114012: 獅牙鬥士的理想
114013: 孤雲寒林的光砂
114014: 孤雲寒林的輝岩
114015: 孤雲寒林的聖骸
114016: 孤雲寒林的神體
114017: 霧海雲間的鉛丹
114018: 霧海雲間的汞丹
114019: 霧海雲間的金丹
114020: 霧海雲間的轉還
114021: 漆黑隕鐵的一粒
114022: 漆黑隕鐵的一片
114023: 漆黑隕鐵的一角
114024: 漆黑隕鐵的一塊
114025: 遠海夷地的瑚枝
114026: 遠海夷地的玉枝
114027: 遠海夷地的瓊枝
114028: 遠海夷地的金枝
114029: 鳴神御靈的明惠
114030: 鳴神御靈的歡喜
114031: 鳴神御靈的親愛
114032: 鳴神御靈的勇武
114033: 今昔劇畫之惡尉
114034: 今昔劇畫之虎齧
114035: 今昔劇畫之一角
114036: 今昔劇畫之鬼人
115001: 
115002: 
115003: 
115004: 
115005: 
115006: 
115007: 
115008: 
115009: 
115010: 啟程補給包
115011: 遠行補給包
115012: 遊歷補給包
115013: 奇珍分享包
115014: 角色突破自選-高級
115015: 角色突破自選-超級
115016: 天賦書自選-低級
115017: 美德分享包
115018: 天賦書自選-高級
115019: 冒險助力補給包
115020: 冒險助力礦材包
115021: 冒險助力限定包
115022: 冒險助力教材包
115023: 冒險助力淬煉包
115024: 材料分享包
115025: 良材分享包
115026: 武器突破自選-高級
115027: 武器突破自選-超級
115028: 食譜集·「異世尋味」
115029: 冒險助推礦材包
115030: 冒險限定補給包
115031: 北陸原胚之匣
115032: 冒險助力分享包
115034: 冒險旺季限定包
115035: 咲耶的特別園藝搭配包
115037: 社奉行的贈禮
115038: 精緻的擺設贈禮
115039: 奇妙的擺設贈品
116001: 紀行經驗
116002: 紀行寶匣
116003: BP三選一測試禮包
116004: 風土的指引
116005: 風土的哲學
116006: 岩間的指引
116007: 岩間的哲學
116008: 
116009: 
116010: 霄雷的指引
116011: 霄雷的哲學
117001: 深秘聖物匣·三等
117002: 深秘聖物匣·二等
117003: 深秘聖物匣·一等
117004: 聖遺物之匣·流浪樂團與角鬥士
117005: 聖遺物寶匣·流浪樂團與角鬥士
117006: 深秘聖物匣·二等
117007: 深秘聖物匣·一等
118001: 給旅行者的小蛋糕
118002: 給旅行者的小蛋糕
118003: 給旅行者的小蛋糕
118004: 給旅行者的小蛋糕
130001: 「霓裳花」的種子
130002: 「甜甜花」的種子
130003: 「塞西莉亞花」的種子
130004: 「琉璃百合」的種子
130005: 「風車菊」的種子
130006: 「清心」的種子
130007: 「琉璃袋」的種子
130008: 「落落莓」的種子
130009: 「小燈草」的種子
130010: 「絕雲椒椒」的種子
130011: 「胡蘿蔔」的種子
130012: 「白蘿蔔」的種子
130013: 「薄荷」的種子
130014: 「蘑菇」的孢子
130015: 「鳴草」的種子
130016: 「馬尾」的種子
130017: 「金魚草」的種子
130018: 「蓮蓬」的種子
130019: 「嘟嘟蓮」的種子
130020: 「海草」的種子
130021: 「海靈芝」的樣本
130022: 「夢裡花·星槿」的花種
130023: 「夢裡花·棠鈴」的花種
130024: 「夢裡花·繡莢」的花種
131000: 花鱂
131001: 琉璃花鱂
131002: 甜甜花鱂
131003: 藍染花鱂
131004: 擒霞客
131005: 水晶宴
131006: 肺棘魚
131007: 鬥棘魚
131008: 鴆棘魚
131009: 赤魔王
131010: 雪中君
131011: 金赤假龍
131012: 錆假龍
131013: 流紋褐蝶魚
131014: 流紋京紫蝶魚
131015: 流紋茶蝶魚
131016: 長生仙
131017: 雷鳴仙
131019: 炮魨
131020: 苦炮魨
131021: 迪芙妲鰩
131022: 佛瑪洛鰩
140001: 初始之翼
140002: 守候之翼
140003: 降臨之翼
140004: 蒼天清風之翼
140005: 金琮天行之翼
140006: 雪隱之翼
140007: 饗宴之翼
140008: 雷騰雲奔之翼
140009: 星漢燦爛之翼
141001: 旋曜玉帛·其一
141002: 旋曜玉帛·其二
141003: 旋曜玉帛·其三
141004: 旋曜玉帛·其四
141005: 旋曜玉帛·其五
141006: 旋曜玉帛·其六
141007: 旋曜玉帛·其七
141008: 旋曜玉帛·其八
141009: 旋曜玉帛·其九
141010: 旋曜玉帛·其十
141011: 旋曜玉帛·其十一
141012: 旋曜玉帛·其十二
141013: 旋曜玉帛·其十三
141014: 旋曜玉帛·其十四
141015: 旋曜玉帛·其十五
141016: 旋曜玉帛·其十六
141017: 旋曜玉帛·其十七
141018: 旋曜玉帛·其十八
141019: 旋曜玉帛·其十九
141020: 旋曜玉帛·其二十
141021: 旋曜玉帛·其二十一
141022: 旋曜玉帛·其二十二
141023: 旋曜玉帛·其二十三
141024: 旋曜玉帛·其二十四
141025: 旋曜玉帛·其二十五
141026: 旋曜玉帛·其二十六
141027: 旋曜玉帛·其二十七
141028: 旋曜玉帛·其二十八
141029: 旋曜玉帛·其二十九
141030: 旋曜玉帛·其三十
141031: 旋曜玉帛·其三十一
141032: 旋曜玉帛·其三十二
141033: 旋曜玉帛·其三十三
141034: 旋曜玉帛·其三十四
141035: 旋曜玉帛·其三十五
141036: 旋曜玉帛·其三十六
141037: 旋曜玉帛·其三十七
141038: 旋曜玉帛·其三十八
141039: 旋曜玉帛·其三十九
141040: 旋曜玉帛·其四十
141041: 旋曜玉帛·其四十一
141042: 旋曜玉帛·其四十二
141043: 旋曜玉帛·其四十三
141044: 旋曜玉帛·其四十四
141045: 旋曜玉帛·其四十五
141046: 旋曜玉帛·其四十六
141047: 旋曜玉帛·其四十七
141048: 旋曜玉帛·其四十八
141049: 旋曜玉帛·其四十九
141050: 旋曜玉帛·其五十
141051: 旋曜玉帛·其五十一
141052: 旋曜玉帛·其五十二
141053: 旋曜玉帛·其五十三
141054: 旋曜玉帛·其五十四
141055: 旋曜玉帛·其五十五
141056: 旋曜玉帛·其五十六
141057: 旋曜玉帛·其五十七
141058: 旋曜玉帛·其五十八
141059: 旋曜玉帛·其五十九
141060: 旋曜玉帛·其六十
141061: 旋曜玉帛·其六十一
141062: 旋曜玉帛·其六十二
141063: 旋曜玉帛·其六十三
141064: 旋曜玉帛·其六十四
141065: 旋曜玉帛·其六十五
141066: 旋曜玉帛·其六十六
141067: 旋曜玉帛·其六十七
141068: 旋曜玉帛·其六十八
141069: 旋曜玉帛·其六十九
141070: 旋曜玉帛·其七十
141071: 旋曜玉帛·其七十一
141072: 旋曜玉帛·其七十二
200001: 燈紙纖維
200002: 燈芯絨材
200003: 浮生石片
200004: 霄燈
200101: 霜噬碎屑
200102: 霜噬結晶
200103: 腐殖龍髓
200104: 「看得見的風」
200105: 「童真的斷篇」
200106: 海皇香脂
200107: 赤穗酒枡
200108: 「溶媒」
200109: 明目之油膏
200110: 霞色寶珠
200201: 鷹隼之舞
200202: 鐵翼
200203: 風之泉
200204: 沉重
200205: 獵手之舞
200206: 剛弓
200207: 漩渦
200208: 猛擊
200209: 輕盈
200210: 劍刃之舞
200211: 英勇
200212: 鼓舞
200213: 鐵之歌
200214: 交織之舞
200215: 祭儀
200216: 以戰養戰
200217: 爆發強效
200218: 無盡之舞
200219: 爆發專精
200220: 充能技
200221: 充能強效
200222: 疾雷之舞
200223: 甘霖
200224: 精通強效
200225: 散霰之舞
200226: 凍傷
200227: 銳利
200228: 星晶之舞
200229: 結晶偏光
200230: 結晶賦能
200231: 鐵壁
200232: 決鬥之舞
200233: 凝血護佑
200234: 強效治療
200235: 處刑
200236: 裁決
200237: 挑戰者
200238: 碎果細屑
200239: 碎果裂片
200240: 碎果殘塊
200241: 決鬥之舞
200242: 劍刃之舞
200243: 星晶之舞
200244: 交織之舞
200245: 無盡之舞
200246: 結晶偏光
200247: 鼓舞
200248: 英勇
200249: 漩渦
200250: 挑戰者
200251: 處刑
200252: 結晶賦能
200253: 爆發專精
200254: 裁決
200255: 銳利
200256: 爆發強效
200257: 精通強效
200258: 鐵壁
200259: 鐵之歌
200260: 猛擊
200261: 滿來之舞
200262: 傳導率
200900: 林野釣竿
200901: 風纏
200902: 願者
200903: 鳴川鵜飼
200904: 長繩繫月
210001: 原神·印象
210002: 紀行·補風
210003: 安柏·兔兔
210004: 可莉·爆彈
210005: 迪盧克·燃燒
210006: 雷澤·奔狼
210007: 溫迪·天青
210008: 琴·風向
210009: 芭芭拉·流淌
210010: 凱亞·孔雀
210011: 麗莎·沙漏
210012: 砂糖·創生
210013: 菲謝爾·夜鴉
210014: 諾艾爾·守護
210015: 莫娜·天星
210016: 班尼特·認可
210017: 香菱·出鍋
210018: 行秋·雨虹
210019: 七七·冷藏
210020: 刻晴·雷楔
210021: 成就·遊遍
210022: 成就·殊技
210023: 成就·俠行
210024: 蒙德·風吟
210025: 璃月·岩寂
210026: 成就·虹色
210027: 成就·強弓
210028: 成就·挑戰
210029: 成就·深秘
210030: 成就·山民
210031: 成就·雪鄉
210032: 成就·闔扇
210033: 成就·相逢
210038: 凝光·鳳儀
210039: 北斗·拔錨
210040: 重雲·靈刃
210041: 成就·挑戰·其二
210042: 紀行·熄星
210043: 迪奥娜·嗚喵
210044: 鍾離·天星
210045: 辛焱·唱罷
210046: 公子·魔裝
210047: 蒙德·英名
210048: 蒙德·祝願
210049: 璃月·千帆
210050: 璃月·雲間
210051: 成就·挑戰·其三
210052: 成就·雪峰
210053: 甘雨·麟跡
210054: 阿貝多·陽花
210055: 紀行·白堊
210056: 忍冬·古樹
210057: 慶典·無相
210058: 魈·儺面
210059: 胡桃·安神
210060: 紀行·明霄
210061: 慶典·燈晝
210062: 慶典·棋譚
210063: 蘿莎莉亞·苦役
210064: 紀行·風花
210065: 慶典·盛宴
210066: 慶典·光鱗
210067: 慶典·慧果
210068: 慶典·躲貓
210069: 煙緋·公正
210070: 優菈·冰印
210071: 紀行·繞塵
210072: 成就·壺歌
210073: 楓原萬葉·秋山椛狩
210074: 紀行·盛夏
210075: 成就·旅居
210076: 慶典·浩瀚
210077: 慶典·魔球
210078: 慶典·鬥劇
210079: 稻妻·神櫻
210080: 紀行·鳴神大社
210081: 神里綾華·扇子
210082: 宵宮·琉金火花
210083: 早柚·不倒貉貉
210084: 稻妻·雷電之紋
210085: 稻妻·神里之紋
210086: 成就·門扉
210087: 成就·遍歷
210088: 成就·石龍
210089: 成就·繁花
210090: 稻妻·九條之紋
210091: 慶典·妙算
210092: 雷電將軍·開眼
210093: 珊瑚宮心海·淵
210094: 九條裟羅·天狗
210095: 亞蘿伊·黎明記
210096: 紀行·逐月
210097: 稻妻·珊瑚宮之紋
210098: 成就·敲針
210099: 慶典·傾耳
210100: 慶典·一揆
210101: 托馬·炎袖
210102: 紀行·神將
210103: 稻妻·鷲羽
210104: 五郎·悠犬
210105: 一斗·鬼顏
210106: 紀行·白英
210107: 申鶴·櫛掠
210108: 雲堇·對韻
210109: 稻妻·常世
210110: 紀行·流彩
210111: 慶典·觥籌
210112: 八重神子·夢狐
210113: 紀行·蟄醒
210114: 神里綾人·漣漪
210115: 流明·輝石
210116: 成就·雷音
210117: 成就·層岩
210118: 紀行·容彩
210119: 夜蘭·一擲
210120: 久岐忍·絡
210121: 紀行·天命
220001: 風神瞳共鳴石
220002: 岩神瞳共鳴石
220003: 岩之尋寶羅盤
220004: 捕風瓶
220005: 口袋錨點
220006: 「尋仙的美食家」
220007: 濃縮樹脂
220008: 參零式·隨身營養袋
220009: 風之尋寶羅盤
220013: 「尋寶仙靈」
220014: 迷你仙靈·露草
220015: 迷你仙靈·薄紅
220016: 迷你仙靈·鬱金
220017: 放熱瓶
220018: 留影機
220019: 奇特的「留影機」
220020: 特製的「留影機」
220021: 參數質變儀
220022: 好奇的嫣朵拉
220023: 嫣朵拉
220024: 風花節紀念氣球
220025: 風物之詩琴
220026: 塵歌壺
220027: 風佑之羽球
220028: 浪船修理工具箱
220029: 準準爆彈
220030: 飄飄爆彈
220031: 燙燙爆彈
220032: 雷神瞳共鳴石
220033: 化種匣
220034: 雷之尋寶羅盤
220035: 紅羽團扇
220036: 「留念鏡」
220037: 「尋寶仙靈」
220038: 迷你仙靈·紫苑
220039: 奇特的羽毛
220040: 奇特的羽毛
220041: ？？？
220042: 阿葉夏混沌勘探器
220043: 「四方八方之網」
220044: 鏡花之琴
220045: 「式小將」
220046: 「四方之網」
220047: 「煙花筒」
220048: 流明石觸媒
220049: 睦疏之匣
220050: 
220051: 荒瀧·盛世豪鼓
220052: 素材收集器
220054: 
221001: 說明：風神瞳共鳴石
221002: 說明：岩神瞳共鳴石
221003: 圖譜：岩之尋寶羅盤
221004: 圖譜：捕風瓶
221005: 說明：口袋錨點
221006: 圖譜：「尋仙的美食家」
221007: 說明：濃縮樹脂
221008: 圖譜：參零式·隨身營養袋
221009: 圖譜：風之尋寶羅盤
221010: 雪葬之都的記憶
221011: 忍冬之樹的記憶
221012: 圖譜：龍脊長槍
221013: 柴門家傳的名刀圖譜
221014: 圖譜：桂木斬長正
221015: 圖譜：喜多院十文字
221016: 圖譜：破魔之弓
221017: 圖譜：放熱瓶
221018: 附有記憶的面具
221032: 說明：雷神瞳共鳴石
221034: 圖譜：雷之尋寶羅盤
221035: 配方：果釀餌
221036: 配方：赤糜餌
221037: 配方：蠕蟲假餌
221038: 配方：飛蠅假餌
222001: 「繪綺之枕印」
223001: 雲山復沓百雨金
223002: 銀夜點注滿天星
223003: 霽青杳漫染寒英
223004: 雪散煙火次第懸
223005: 金盞熒華自捲旋
223006: 瑞月火樹落白間
223007: 憨狀可掬梧枝團
223008: 焰光閃閃嘟嘟可
223009: 財運亨通一歲中
223010: 千折不屈猶壯氣
223011: 燈宵斑彩照靈犀
223012: 萬民宴聚享餚綺
340000: 閃耀協奏
340001: 海風之夢
340002: 紗中幽蘭
340003: 霓裾翩躚
340006: 古恩希爾德的傳承
340007: 100%偵察騎士
340008: 星與月之約
340009: 致教會自由人
350001: 冒險家的臨時營地
350002: 遠駐前哨的生活
350003: 自在的岩石與草木
350004: 簡樸的璃月睡房
350005: 茶館一隅
350006: 郊野的燈影
350007: 萬用的桌椅
350008: 忙碌的廚房
350009: 閒時茶話
350010: 萬卷書齋
350011: 家具完備的蒙德臥室
350012: 「關鍵六人」會議室
350013: 聚會與痛飲之時
350014: 店員們的午間工作餐
350015: 會客室的溫暖防線
350016: 設施完備的書房
350017: 山間獨居之屋
350018: 村鎮院落
350019: 收穫時節的小鎮攤位
350020: 應有盡有的果蔬市場
350021: 練兵場的一角
350022: 備戰的兵器工坊
350023: 貨運中轉地
350024: 節慶的市井
350025: 要道正門-「妖邪退散」
350026: 生意紅火的食肆
350027: 鄉野的水源
350028: 孤獨而謹慎的冒險家
350029: 氣候相交之地
350030: 朽木與磐石的對談
350033: 詩歌沉思間
350034: 柔風低語間
350035: 緋雲文齋
350036: 煙霞入夢閣
350037: 秘術研究所
350038: 柴煙庖屋
350039: 兵刃鍛造站
350040: 牧歌之鎮
350041: 花鳥公園
350042: 千家饔飧坊
350043: 百里琳瑯街
350044: 輕策閒雲居
350045: 狩獵與歌舞之營
350046: 星辰與深淵之旅
350047: 晨曦果園
350048: 正格之庭
350049: 醒意湯泉
350050: 村中匿影
350051: 枝社舊緒
350052: 千軍致戎演兵場
350053: 瓊片遍鬱野
350054: 夏夜的追想
350055: 櫻染的街巷
350056: 遐久瞬夢間
350057: 千振致業
350058: 沉墨書舍
350059: 楓香茶霧一室中
360001: 牆面1
360002: 牆面2
360003: 地板1
360004: 地板2
360005: 天花板1
360006: 天花板2
360007: 吊燈1
360008: 吊燈2
360101: 玉面簷枋牆
360102: 深色木製拱劵牆
360103: 楓木拱頂牆
360201: 垂香木傳統地板
360202: 異色方格地磚
360203: 楓木褐彩地板
360301: 垂香木方格天花板
360302: 暗紋方格天花板
360303: 楓木方格天花板
360401: 雙層燭臺吊燈
360402: 八方燈籠-「時運亨通」
360403: 六角燈籠-「和氣致祥」
360404: 「南瓜鬼怪狂歡夜」
360405: 錦緞華燈-「飛閣流丹」
360406: 垂纓花燈-「大道錦繡」
360407: 茶室燭臺-「無味火」
360408: 茶室擺燈-「遮隱光」
360409: 楓木擺燈-「薄馨」
360410: 楓木地燈-「照澄」
360411: 御殿燈籠-「霆威縈盤」
360412: 御殿燈籠-「昔日緋月」
360413: 御殿燈籠-「雷照素心」
360414: 楓木吊燈-「顯光」
360415: 綻蕊燭燈-「澄淨如蓮」
360416: 晴虹燈樹-「元辰吉慶」
360417: 「萬家華燈照朗月」
360418: 岩廠提燈-「洞幽燭遠」
361101: 極北樺木折角櫃檯
361102: 開頂杉木貨架
361103: 組合式杉木貨櫃
361104: 古典杉木儲藏櫃
361105: 高大的樺木衣櫃
361106: 卻砂木金紋衣櫃
361201: 圖書館雙層書架
361202: 萃華木臻品書架
361203: 萃華木經濟書架
361204: 「易逝於書頁翻飛間」
361205: 「司書的寶庫」
361206: 朱漆垂香木卷軸書架
361207: 朱漆垂香木百寶閣
361208: 垂香木商鋪立櫃
361209: 楓木書櫃-「墨染書心」
361210: 楓木書櫃-「千卷櫃藏」
361301: 厚重的圖書館長桌
361302: 騎士團的辦公桌
361303: 騎士團的會議桌
361304: 闊面石製爐灶
361305: 可攜式爐灶
361306: 菱形桌布的長桌
361307: 多重餐位松木圓桌
361308: 木紋雅致的書法桌案
361309: 松木方形茶桌
361310: 垂香木朱漆圓桌
361311: 穩固的樺木梳妝檯
361313: 鑄鐵泛用爐具
361314: 夢見木「冷暖一桌」被爐
361315: 孔雀木「石定」茶桌
361316: 茶室長桌-「座無隙」
361401: 柔風加護的床榻
361402: 煙霞雲夢榻
361403: 夢見木「櫻眠」床榻
361501: 松木客棧櫃檯
361502: 茶室櫃臺-「十四丸」
362101: 柔軟的會客廳沙發
362102: 「晴空藍的午後」
362103: 「堅定意志」
362104: 松木餐椅
362105: 松木靠背茶椅
362106: 松木朱漆圓凳
362108: 茶室圓凳-「折痛辭」
362201: 北地石製壁爐
362202: 松木折屏-「雲來帆影」
362203: 硬木座屏-「絕雲晨霧」
362204: 樺木雙屜床頭櫃
362205: 卻砂木金紋床頭櫃
362206: 霓裳畫簾-「上取紅霞」
362207: 花團錦屏-「玉簪金璧」
362208: 震曉雲天鼓
362209: 花燈戲臺-「笙歌鼎沸」
362210: 茶室坐墊-「晚禾織」
362211: 楓木儀鼓-「宴奏」
362212: 楓木儀鼓-「喧騰」
362213: 茶室屏風-「垢身金心」
362214: 宗傳刀架-「四常法」
362215: 旗本重鎧-「影陣玄甲」
362216: 夢見木「入畫」折屏
362217: 「千籟至音·繆繞」
362218: 佳節香扆-「棧山航海」
362219: 佳節香扆-「金相玉質」
362301: 蒙德地毯-「明紅的熱忱」
362302: 蒙德地毯-「不倦的尋索」
362303: 客棧地毯-「賓至如歸」
362304: 迎賓地毯-「惠然之顧」
363101: 恆亮不熄的提燈
363102: 琉璃亭卻砂木立燈
363103: 天圓燈籠-「明燭蘭芳」
363104: 貝殼燈罩硬質檯燈
363105: 「輝光靈閃」
363201: 花卉瓶栽-「淡藍的從容」
363202: 綠植盆栽-「澄澈的清風」
363203: 花卉瓶栽-「盛放的曙紅」
363204: 花卉盆栽-「甜蜜的偽裝」
363205: 綠植盆栽-「松青尺樹上」
363206: 「鑄瓷正則」
363207: 「素守之瓶」
363208: 「恩返之盞」
363301: 古典詩琴-「聽風的思緒」
363302: 整齊疊放的書本
363303: 「學者的倦怠」
363304: 「書信的禮節」
363305: 精巧的沙漏擺飾
363306: 煉金裝置-「水火之間」
363307: 煉金器皿-「塵埃的重量」
363308: 紙墨筆硯-「臨池學書」
363309: 金色三重燭臺
363310: 白瓷茶具-「懷質抱真」
363311: 白鷺流光之簪
363312: 「茶煙籠白榻」
363313: 茶室器物-「鎖香籠」
363314: 紙墨筆硯-「正定筆鋒」
363315: 破邪之弦鏑
363316: 驅鬼之羽屏
363317: 「神之嗅覺」不倒狐狐
363318: 「真實廚藝」不倒狸狸
363319: 「清客揚芳」
363320: 酒館搖壺-「郁烈搖盪」
363321: 「面具」
364101: 風景畫-「鄉野民居」
364102: 風景畫-「遠空層雲」
364103: 風景畫-「無名高崖」
364104: 工筆淡彩-「珉林千峰」
364105: 工筆淡彩-「盞中春紅」
364106: 工筆淡彩-「霧海疊嶂」
364107: 繪染浮光-「遙山煙空」
364108: 繪染浮光-「水色絢縵」
364109: 壁畫拓印-「霧海孤嶽」
364110: 壁畫拓印-「霧海舊儀」
364201: 木版畫餐廳招牌
364202: 明淨的花瓶形壁燈
364203: 半舊的圓盾
364204: 半舊的盾牌
364205: 半舊的單手劍
364206: 戰鬥意志旗
364207: 純淨靈魂旗
364208: 騎士團劍盾徽章
364209: 壁掛式記錄板
364210: 壁掛式看板
364211: 錦緞布簾
364212: 「創龍點睛奇象」
364301: 垂香木窗格房門
364302: 騎士團杉木房門
364303: 垣屋楓木房門
364401: 垂香木轉角階梯
364402: 杉木轉角階梯
364403: 楓木轉角階梯
364501: 「縈絆之刻」
364601: 鏡水角鴞號·轉
364602: 鏡水角鴞號·舞
364603: 鏡水角鴞號·空
364604: 雷霆角鴞號·轉
364605: 雷霆角鴞號·舞
364606: 雷霆角鴞號·空
364607: 流焰角鴞號·轉
364608: 流焰角鴞號·舞
364609: 流焰角鴞號·空
364610: 鏡水三足機·顛
364611: 鏡水三足機·蹈
364612: 鏡水三足機·座
364613: 雷霆三足機·顛
364614: 雷霆三足機·蹈
364615: 雷霆三足機·座
364616: 流焰三足機·顛
364617: 流焰三足機·蹈
364618: 流焰三足機·座
364619: 旅者角鴞號
364620: 旅者三足機
368101: 楓原萬葉
368102: 煙緋
368103: 優菈
368104: 琴
368105: 麗莎
368106: 芭芭拉
368107: 凱亞
368108: 迪盧克
368109: 雷澤
368110: 安柏
368111: 溫迪
368112: 香菱
368113: 北斗
368114: 行秋
368115: 魈
368116: 凝光
368117: 可莉
368118: 鍾離
368119: 菲謝爾
368120: 班尼特
368121: 達達利亞
368122: 諾艾爾
368123: 七七
368124: 重雲
368125: 甘雨
368126: 阿貝多
368127: 迪奥娜
368128: 莫娜
368129: 刻晴
368130: 砂糖
368131: 辛焱
368132: 蘿莎莉亞
368133: 胡桃
368134: 派蒙
368135: 宵宮
368136: 早柚
368137: 神里綾華
368138: 雷電將軍
368139: 珊瑚宮心海
368140: 九條裟羅
368141: 亞蘿伊
368142: 托馬
368143: 五郎
368144: 荒瀧一斗
368145: 申鶴
368146: 雲堇
368147: 八重神子
368148: 神里綾人
368149: 夜蘭
368150: 久岐忍
369101: 翠目貓
369102: 北地犬
369103: 野林豬
369104: 藍翎鷺
369105: 巡林犬
369106: 柴犬
369107: 黑背獵犬
369108: 北地貓
369109: 虎紋貓
369110: 警長貓
369111: 影狼丸
369112: 雪豬
369113: 黃金蟹
369114: 太陽蟹
369115: 海藍蟹
369116: 將軍蟹
369117: 薄紅蟹
369118: 雪狐
369119: 紅狐
369120: 松鼠
369121: 藍寶石
369122: 灰雪貓
369123: 雪隱鼬
369124: 紅尾鼬
369125: 靴子鼬
369126: 狐
369127: 菫䴉
369128: 風晶蝶
369129: 岩晶蝶
369130: 冰晶蝶
369131: 雷晶蝶
369132: 藍角蜥
369133: 紅角蜥
369134: 綠角蜥
369135: 落日鰍鰍
369136: 金鰍鰍
369137: 晴天鰍鰍
369138: 嗜髓蜥
369139: 青蛙
369140: 泥蛙
369141: 藍蛙
369142: 藤紋陸鰻鰻
369143: 赤鰭陸鰻鰻
369144: 白鴿
369145: 璃冠鴿
369146: 灰羽鴿
369147: 赤脅鴿
369148: 黑王鴿
369149: 鴉
369150: 赤團雀
369151: 金團雀
369152: 雪團雀
369153: 碧團雀
369154: 深海鰻鰻
369155: 珊瑚蝶
369156: 吉光蟲
369157: 青雷鼬
370101: 乾草廬屋
370102: 乾草貨站
370103: 璃月民居-「餐松飲澗」
370104: 璃月民房-「梁懸千石」
370105: 璃月驛站-「古道茶香」
370106: 璃月民居-「月臥簷上」
370107: 璃月民居-「笙磬同音」
370108: 璃月商鋪-「客聚如潮」
370109: 古宅廂房-「庭中朝暮」
370110: 古宅涼亭-「夜觀七宿」
370111: 孔雀木「並提」層疊木匣
370112: 孔雀木「萬角」貨櫃
370113: 孔雀木「不染」櫥櫃
370114: 夢見木「露隱」衣櫃
370115: 夢見木「禮待」著物架
370116: 梨園台榭-「雲翰風致」
370201: 多重拱門的蒙德建築
370202: 懸挑閣樓的蒙德民居
370203: 不懼潮濕的蒙德公寓
